sdg_id,title,short_description,long_description,sdg_codes,initials
khm2_1036,Australia Mekong-NGO Engagement Platform: Administered Program Management,AUSTRALIA MEKONG-NGO ENGAGEMENT PLATFORM: ADMINISTERED PROGRAM MANAGEMENT,"The Australia Mekong-NGO Engagement Platform (AM-NEP) will provide advisory and administrative support to Australia's Mekong programs and forms part of the commitment to increase engagement with non-government organisations and the quality of that engagement in delivering a growing aid program.  Engagement with NGOs will generally be through competitive grants that are managed by Australia's Mekong program teams at Post and open to Australian, international and potentially local (Mekong region) NGOs where strategy exists. It will run for an initial five years and provide strategic regional resources to strengthen the quality of NGO engagement including: forums for regional dialogue on effective NGO engagement and cross-cutting issues; policy and technical expertise to strengthen sector strategy and activity designs; support to promote monitoring, evaluation and lesson sharing; and administrative support to free up NGO and AusAID time so that staff can increase their focus on development results and effective policy dialogue with development partners. The total value of this initiative is $15.0 million over 6 years, starting 2012-13.",,
khm2_1037,Australia Mekong-NGO Engagement Platform: Monitoring and Evaluation,AUSTRALIA MEKONG-NGO ENGAGEMENT PLATFORM: MONITORING AND EVALUATION,"The Australia Mekong-NGO Engagement Platform (AM-NEP) will provide advisory and administrative support to Australia's Mekong programs and forms part of the commitment to increase engagement with non-government organisations and the quality of that engagement in delivering a growing aid program.  Engagement with NGOs will generally be through competitive grants that are managed by Australia's Mekong program teams at Post and open to Australian, international and potentially local (Mekong region) NGOs where strategy exists. It will run for an initial five years and provide strategic regional resources to strengthen the quality of NGO engagement including: forums for regional dialogue on effective NGO engagement and cross-cutting issues; policy and technical expertise to strengthen sector strategy and activity designs; support to promote monitoring, evaluation and lesson sharing; and administrative support to free up NGO and AusAID time so that staff can increase their focus on development results and effective policy dialogue with development partners. The total value of this initiative is $15.0 million over 6 years, starting 2012-13.",,
khm2_1038,Australia-ASEAN Emerging Leaders Program; Supports Small Value ad-hoc Development assistance Activities in Developing Countries in the SE Asia Region,AUSTRALIA-ASEAN EMERGING LEADERS PROGRAM; SUPPORTS SMALL VALUE AD-HOC DEVELOPMENT ASSISTANCE ACTIVITIES IN DEVELOPING COUNTRIES IN THE SE ASIA REGION,"The South East Asia Regional Discretionary Fund supports small value ad hoc development assistance activities in developing countries in the South east Asia region. The total value of this initiative is $2.4 million, 2012-13 to 2014-15.",,
khm2_1039,Australia-Asia Program to Combat Trafficking in Persons,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS,Australia-Asia Program to Combat Trafficking in Persons,,
khm2_1040,Australia-Asia Program to Combat Trafficking in Persons,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS,"The Australia-Asia Program to Combat Trafficking in Persons (AAPTIP) will provide: technical assistance to improve national and regional criminal justice capacities and improve policy formulation; a research fund to bolster policy formulation and a new coordination, partnerships and advocacy role; and chair the regional dialogue and policy table. The total value of this initiative is $50.0 million over 5 years, starting 2013-14.",,
khm2_1041,Australia-Asia Program To Combat Trafficking In Persons,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS,"The Australia-Asia Program to Combat Trafficking in Persons (AAPTIP) will provide: technical assistance to improve national and regional criminal justice capacities and improve policy formulation; a research fund to bolster policy formulation and a new coordination, partnerships and advocacy role; and chair the regional dialogue and policy table. The total value of this initiative is $50.0 million over 5 years, starting 2013-14.",,
khm2_1042,Australia-Asia Program to Combat Trafficking in Persons: Program and Advocacy,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS: PROGRAM AND ADVOCACY,"The Australia-Asia Program to Combat Trafficking in Persons (AAPTIP) will provide: technical assistance to improve national and regional criminal justice capacities and improve policy formulation; a research fund to bolster policy formulation and a new coordination, partnerships and advocacy role; and chair the regional dialogue and policy table. The total value of this initiative is $50.0 million over 5 years, starting 2013-14.",,
khm2_1043,Australia-Asia Program To Combat Trafficking In Persons: Program And Advocacy,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS: PROGRAM AND ADVOCACY,"The Australia-Asia Program to Combat Trafficking in Persons (AAPTIP) will provide: technical assistance to improve national and regional criminal justice capacities and improve policy formulation; a research fund to bolster policy formulation and a new coordination, partnerships and advocacy role; and chair the regional dialogue and policy table. The total value of this initiative is $50.0 million over 5 years, starting 2013-14.",,
khm2_1044,Australia-Asia Program to Combat Trafficking in Persons: Program Support,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS: PROGRAM SUPPORT,"The Australia-Asia Program to Combat Trafficking in Persons (AAPTIP) will provide: technical assistance to improve national and regional criminal justice capacities and improve policy formulation; a research fund to bolster policy formulation and a new coordination, partnerships and advocacy role; and chair the regional dialogue and policy table. The total value of this initiative is $50.0 million over 5 years, starting 2013-14.",,
khm2_1045,Australia-Asia Program To Combat Trafficking In Persons: Program Support,AUSTRALIA-ASIA PROGRAM TO COMBAT TRAFFICKING IN PERSONS: PROGRAM SUPPORT,"The Australia-Asia Program to Combat Trafficking in Persons (AAPTIP) will provide: technical assistance to improve national and regional criminal justice capacities and improve policy formulation; a research fund to bolster policy formulation and a new coordination, partnerships and advocacy role; and chair the regional dialogue and policy table. The total value of this initiative is $50.0 million over 5 years, starting 2013-14.",,
khm2_1046,Australian Awards: Program Administration And Support,AUSTRALIAN AWARDS: PROGRAM ADMINISTRATION AND SUPPORT,"Australian Awards (AS) is a five year initiative combining scholarship programs managed by DEST and AusAID under the one banner. AS comprises three key scholarships programs: DEST's Endeavour Scholarships; AusAID's Australian Development Scholarships (ADS) and the new Australian Leadership Awards (ALA) also managed by AusAID. This initiative funds the management costs associated with the implementation of Australian Scholarships. The total value of this initiative is $18.6 million over 8 years, starting 2006-07.",,
khm2_1047,Australian Centre for International Agricultural Research John Allwright Fellowships (Australia Awards),AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH JOHN ALLWRIGHT FELLOWSHIPS (AUSTRALIA AWARDS),"Australian Scholarships (AS) is a five year initiative combining scholarship programs managed by DEST and AusAID under the one banner. AS comprises three key scholarships programs: DEST's Endeavour Scholarships; AusAID's Australian Development Scholarships (ADS) and the new Australian Leadership Awards (ALA) also managed by AusAID. This initiative funds the administration, program costs and management of Australian Scholarships programs. The total value of this initiative is $306.0 million over 12 years, starting 2006-07.",,
khm2_1048,Australian Centre For International Agricultural Research John Allwright Fellowships (Australia Awards),AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH JOHN ALLWRIGHT FELLOWSHIPS (AUSTRALIA AWARDS),"Australian Scholarships (AS) is a five year initiative combining scholarship programs managed by DEST and AusAID under the one banner. AS comprises three key scholarships programs: DEST's Endeavour Scholarships; AusAID's Australian Development Scholarships (ADS) and the new Australian Leadership Awards (ALA) also managed by AusAID. This initiative funds the administration, program costs and management of Australian Scholarships programs. The total value of this initiative is $306.0 million over 12 years, starting 2006-07.",,
khm2_1049,Australian Centre for International Agricultural Research Long term Awards (Australia Awards),AUSTRALIAN CENTRE FOR INTERNATIONAL AGRICULTURAL RESEARCH LONG TERM AWARDS (AUSTRALIA AWARDS),"Under the Australian Centre for International Agricultural Research (ACIAR) Long term Awards scholarships are provided to help build the leaders and technical skills required for developing countries to drive their own development and meet regional and global challenges. Scholarships are provided in alignment with development priorities in each country, as agreed with partner governments. Scholarships provide high level skills in key areas needed to strengthen economic development and governance, deliver better health and education outcomes, promote law and order, and address global issues such as trade, climate change and migration. Funding under this initiative covers administration control of ACIAR scholarships which are funded by ACIAR but under existing contractual arrangements the scholarships are managed through  our system. The total value of this initiative is $40.0 million over 10 years, starting 2010-11.",,
