sdg_id,title,short_description,long_description
khm_1502,Continuum of Care,,"Summary: Cambodia continues to have the highest HIV prevalence in the Asia-Pacific region, with a national prevalence rate of 2.6 %, or 157,000 people, in year 2002. Using data from successive rounds of the HIV Sentinel Surveillance (HSS), it is estimated that HIV incidence has stabilized at approximately 7,300 new infections per year, 2,000 of which are in children. This stabilization of prevalence is supported by data from recent rounds of Behavioral Sentinel Surveillance (BSS), indicating a consistent decrease in risk behavior. Despite this stabilization in prevalence, the inexorable progression of HIV disease in the large number of people infected in the mid-1990s has resulted in a rapid increase in AIDS incidence. It is estimated that approximately 22,000 people will develop AIDS-related illnesses in 2005 and will require medical care and treatment with anti-retroviral (ARV or ART) therapy. While sex work largely determined the Cambodian epidemic in the early and mid 1990s, producing 90 % of new infections and 70 % in 1995, the success of condom promotion efforts for sex workers and clients has changed the modes of transmission. In the year 2002 almost one-half of new infections involved transmission between husband and wife and one-third from mother to child. Only 20 % of new infections were attributable to sex work. In 2005 the largest proportion is projected to be children infected by their mothers. These figures must be seen in the context of declining prevalence and incidence in all groups. This decline in HIV incidence contrasts with the increasing number of people infected with HIV who are sick and seek care. At the end of 2003, an estimated 2,301 people living with HIV/AIDS (PLHAs) were receiving ARVs; 24,243 more were in need of ARVs, but were unable to access them. The challenge for Cambodia now is to respond to an increased burden of care in the context of a developing health care delivery system, and moving rapidly to respond to the changing patterns of HIV transmission, particularly the rise of mother-to-child transmission. This proposal envisages the support of the Continuum of Care (CoC) framework and addresses the substantial gaps that exist in the delivery of ARVs to people affected by HIV. Through the Continuum of Care framework, care to PLHAs at the local level encompasses institutional, community, and home-based services that include clinical care, support and health promotion and education. The strategy emphasizes partnerships at local and national levels, strong coordination, functional referral networks, effective involvement of PLHAs, strengthening of health care facilities and expansion of ARV services as a key new focus of activity. By the end of the initial 2-year period of the Program, the key HIV care targets in this plan include the expansion of the CoC program to 26 Operational Districts, 9,170 patients on ARVs, 20,165 antenatal care clients in target facilities receiving Voluntary Counseling, Care and Testing (VCCT) with 425 infected pregnant women receiving a complete course of antiretroviral prophylaxis. This program will be implemented by 9 sub-recipients in collaboration with a number of other implementing partners. Planned Activities: Ì¢?å¢ Procure, distribute and monitor usage of cotrimoxazole, 01 and ARV drugs; Ì¢?å¢ Train, support and monitor health care workers in the public and private sectors; Ì¢?å¢ Increase the number ofPLHA accessing care at Mondul Mith Chouy Mith sites (MMMFriend Help Friend Centers); Ì¢?å¢ To develop the capacity ofMMM support members to support ARV adherence; Ì¢?å¢ Provide targeted support to poor PLHA to access ARV services; Ì¢?å¢ Monitor the quality of01 services; Ì¢?å¢ Provide palliative care and pain management; and Ì¢?å¢ Train support and monitor health care workers in palliative care and pain management."
khm_1330,CIVES MUNDI. FOREST COMMUNITIES OF NORTHEAST CAMBODIA: AN EXPERIENCE IN MANAGEMENT OF SUSTAINABLE DEVELOPMENT,CIVES MUNDI. FOREST COMMUNITIES OF NORTHEAST CAMBODIA: AN EXPERIENCE IN MANAGEMENT OF SUSTAINABLE DEVELOPMENT,"CONTRIBUIR AL FORTALECIMIENTO DE LA GOBERNABILIDAD DE LOS RECURSOS FORESTALES MEDIANTE ACCIONES DESTINADAS AL EMPODERAMIENTO DE LAS COMUNIDADES FORESTALES (CF) META, AL FORTALECIMIENTO DE LAS ONGS LOCALES QUE APOYAN EL DESARROLLO DE ESAS CF Y AL ESTABLECIMIENTO DE UNA RED INTERINSTITUCIONAL Y COMUNITARIA QUE LIDERE Y DINAMICE EL MENCIONADO PROCESO DE GOBERNABILIDAD"
khm_1925,Engineering Design Update for the GMS Cambodia Road Improvement,,
khm_4011,Strengthening Democracy and El,STRENGTHENING DEMOCRACY AND EL,"Focus Area: Democratic governance. Result Area: Fostering inclusive participation. Special Outcome: Electoral laws, processes and institutions strengthen inclusive participation and professional electoral administration"
khm_2940,Media Freedom and Freedom of Information,FREE FLOW OF INFORMATION,Media Freedom and Freedom of Information [East-West Management Institute]
khm_2301,"GMS-FBP: Collaborative Management for Watershed and Ecosystem Service Protection and Rehabilitation in the Cardamom Mountains, Upper Prek Thnot River Basin",GMS-FBP: COLLABORATIVE MANAGEMENT FOR WATERSHED AND ECOSYSTEM SERVICE PROTECTION AND REHABILITATION IN THE CARDAMOM MOUNTAINS,GEF Focal Area Description :Land Degradation. Amount of planned cofinancing : USD Million 1.101
khm_1391,Commodity Cost of Food Aid under Food For Education Program,COMMODITY COST OF FOOD AID UNDER FOOD FOR EDUCATION PROGRAM,Food Aid (Food For Education) Commodity Cost for corn-soy blend bag-25 kg [578 gross metric tons] - through International Relief and Development
khm_0643,Activities for improving corn seed and children support in Cambodia,ACTIVITIES FOR IMPROVING CORN SEED AND CHILDREN SUPPORT IN CAMBODIA,To increase agricultural product and improving quality of life
khm_1667,"Development of aåÊPermanent, Market-Oriented, Biodigester Sector for Sustainable Energy Supply in Rural Cambodia","DEVELOPMENT OF AåÊPERMANENT, MARKET-ORIENTED, BIODIGESTER SECTOR FOR SUSTAINABLE ENERGY SUPPLY IN RURAL CAMBODIA","The project aims to contribute to the development of aåÊpermanent, market oriented, biodigester sector"
khm_1651,Developing Deposit Services in Rural Cambodia,,
khm_4167,Support to Public Financial Management Reform Program,,
khm_3838,SECTOR BUDGET SUPPORT TO BASIC EDUCATION IN CAMBODIA 2008-2010,SECTOR BUDGET SUPPORT TO BASIC EDUCATION IN CAMBODIA 2008-2010,ASIE/2006/018-329-SECTOR BUDGET SUPPORT TO BASIC EDUCATION IN CAMBODIA 2008-2010
khm_4481,Tonle Sap Lowland Stabilization,,
khm_2223,Frame agreement with NGO (Suomen LÌ_hetysseura ry),MULTISECTOR AID FOR BASIC SOC. SERV.,Chab Dai- assisting the child victmis of human trafficking and improving the child welfare. Additiona training about the consequenses of human traffikcing and sexual abuse for those who work with the victims of human trafficking and sexual abuse
khm_2936,Maternal and Child Health Improvement Project in Kampong Thom province,MATERNAL AND CHILD HEALTH IMPROVEMENT PROJECT IN KAMPONG THOM PROVINCE,Maternal and Child Health Improvement Project in Kampong Thom province
khm_2367,HEAD OF MISSION FUND: CAMBODIA,HEAD OF MISSION FUND: CAMBODIA,HOMF: CAMBODIA
khm_2986,MINE ACTION THROUGH FINNISH CHURCH AID,MINE ACTION THROUGH FINNISH CHURCH AID,MINE ACTION.
khm_3845,"Seminar on  renewable energy in SE Asia , Cambodia","SEMINAR ON RENEWABLE ENERGY IN SE ASIA , CAMBODIA",A contribution has been asked for the organisation of a final seminar on renewable energy in SE AsiaFALSE
khm_2870,Legislature Assistance Project,LEGISLATURE ASSISTANCE PROJECT,
khm_4349,The Project for Construction of Dormitory for Nurse and Midwife Trainees in Stung Treng Province,THE PROJECT FOR CONSTRUCTION OF DORMITORY FOR NURSE AND MIDWIFE TRAINEES IN STUNG TRENG PROVINCE,This project constructs a dormitory for female students of 2 stories with 10 rooms and 12 restrooms.
khm_4640,Violence and sexual abuse - Cambodia,VIOLENCE AND SEXUAL ABUSE - CAMBODIA,"Provide public awareness and develop systems for prevention and protection of violence and sexual abuse locally. Protect and care for children that have been exposed. Encourage lawmakers to accelerate the draft bills, adopt the laws and enforce actions for implemention. Cooperate with 3 partners."
khm_1428,COMMUNITY DEVELOPMENT FOR VULNERABLE FAM,COMMUNITY DEVELOPMENT FOR VULNERABLE COMMUNITIES,"MAJOR DEVELOPMENT OBJECTIVES - TO IMPROVE THE LIVELIHOOD SECURITY OF VULNERABLE COMMUNITIES IN AT LEAST TWO COUNTRIES. - TO INCREASE THE CAPACITY OF LOCAL COMMUNITIES AND GOVERNMENT AUTHORITIES IN TWO COUNTRIES TO EFFECTIVELY MANAGE AND IMPLEMENT PARTICIPATORY DEVELOPMENT PROJECTS. COST AUSAID CONTRIBUTION - $226,612 NGO CONTRIBUTION - $83,930 TOTAL - $310,542 DURATION 1 JULY 2002 TO 30 JUNE 2003 SPECIFIC LOCATIONS JORDAN = TAFILA AND IRBID GOVERNORATES. CAMBODIA = BATTAMBANG PROVINCE."
khm_4568,UN internship Nina Haaland Dahl UNDP,UN INTERNSHIP NINA HAALAND DAHL UNDP,UN intern Nina Haaland Dahl UNDP. Duty station: Cambodia. Duration of internship: 11 August - 09 November 2011. Sector: Poverty Reduction.
khm_2270,GAFC-Expend On Investmnt-Species Conservation Grant,GAFC-EXPEND ON INVESTMNT-SPECIES CONSERVATION GRANT,Public Outreach to Conserve Endangered Pileated Gibbons in Cambodia and on the Cambodia-Vietnam Border
khm_0743,AMELIORATION DES CONDITIONS DE TRAVAIL    FOS,AMELIORATION DES CONDITIONS DE TRAVAIL,
khm_1759,Diversification de la production agricole,AGRICULTURAL DEVELOPMENT,Diversification de la production agricole
khm_3027,Monitoring & Evaluation and other expenses,MONITORING & EVALUATION AND OTHER EXPENSES,"AusAID has been providing support to the Criminal Justice sector in Cambodia since 1997, when the first phase of the Cambodia Criminal Justice Assistance Project (CCJAP I) commenced.It subsequently provided a second phase of support (CCJAP II) which started in 2002 and is due for completion in early 2007. Australia has supported a range of other initiatives, including: non-government agencies working on child protection and community safety issues; a regional project to prevent trafficking in people; initiatives delivered directly by other agencies such as the Australian Federal Police (e.g. Trans-national Crime Unit), the Attorney GeneralåÕs Office (e.g. Counter-terrorism legislation) and the Department of Immigration and Multicultural Affairs (e.g. Border Protection); and the Australian Youth Ambassadors scheme and the provision of educational scholarships. Building on the success of earlier interventions, CCJAP III (2007-2011) aims to contribute to a prosperous, safe and secure environment in Cambodia. The purpose of the Project is to provide equitable access to a high standard of justice, with a particular focus on the needs of juveniles and other vulnerable groups. CCJAP III will support the strategic objectives of the Royal Government of CambodiaåÕs Legal and Judicial Reform Strategy, to: improve the protection of personal rights and freedoms; enhance quality of legal processes and related services;and strengthen Legal and Judicial sector institutions to fulfill their mandates."
khm_2271,GARUDA,GARUDA,GARUDA - Preservation measures at the Site of the Temples of Angkor
khm_2023,FAO:INTEGR PEST MANAGMNT VEGETABLES-REG,INTEGRATED PEST MANAGEMENT VEGETABLES,"The Integrated Pest Mangement (IPM) in Vegetables Project is being implemented by FAO across the region, with Australian funds supporting activities in Cambodia, Indonesia and Thailand. A total of $1.45 million has been approved for the project over the"
khm_2218,Frame agreement with NGO (Suomen LÌ_hetysseura ry),FRAME AGREEMENT WITH NGO (SUOMEN LÌãHETYSSEURA RY),RIDE Ratanakiri Integrated Development and Education. Non-formal education for an ethnic minorities especially women and children. Producing educational materials on basic health care and hygienie. Culture preserving activities.
khm_3306,PRAKAS. Northeastern Cambodia forest communities: a sustainable development experience. Stage II,PRAKAS. NORTHEASTERN CAMBODIA FOREST COMMUNITIES: A SUSTAINABLE DEVELOPMENT EXPERIENCE. STAGE II,"Esta propuesta de proyecto es la 2å¼ fase del PRAKAS: Comunidades Forestales del Noreste de Camboya: una experiencia de desarrollo sostenible, financiado por AECID (08-CAP2-1121). Esta 2å» fase fortalecerÌÁ las capacidades institucionales y tÌ©cnicas de las poblaciones que viven dentro de las comunidades Forestales (CFs), ONG locales y personal de la AdministraciÌ_n Forestal (AF) como actores clave en el proceso de gestiÌ_n de CFs en 4 provincias del Noreste de Camboya (Mondulkiri, Ratanakiri, Stung Treng y Kratie).Tal como la intervenciÌ_n fue inicialmente diseÌ±ada, el proceso consta de 2 fases en 4 aÌ±os.La fase 1 se centrÌ_ en aumentar las capacidades relativas a la implementaciÌ_n de los procedimientos necesarios para la legalizaciÌ_n de las CFs siguiendo las directrices gubernamentales (ley PRAKAS). De este modo abarca los 6 pasos iniciales para el desarrollo de una CF: desde el establecimiento de la CF hasta la firma de los acuerdos entre el gobierno y los CGCFs que oficialmente dan la potestad del manejo de los bosques a las CFs por un periodo de 15 aÌ±os.La fase II se centrarÌÁ en los pasos restantes para el desarrollo de las CF ? preparaciÌ_n e implementaciÌ_n de los Planes de GestiÌ_n (CFMPs), desarrollo de empresas, y creaciÌ_n de redes, aplicando transversalmente del enfoque de gÌ©nero en todas las actividades. Estas son cruciales para asegurar que las 16 CF (unas 20,000 ha) son gestionadas sosteniblemente por sus habitantes, contribuyendo a mejorar las condiciones socioeconÌ_micas de aprox. 5000 miembros de las CF (50% mujeres), a travÌ©s de la mejora de sus modos de vida basados en el bosque.El proyecto continuarÌÁ reforzando las capacidades de 16 CFs y 3 ONG locales (CEPA, NTFP y KT) involucradas y colaborando con el reciÌ©n aprobado proyecto de la FAO/AECID: ?Mejora de la gestiÌ_n y utilizaciÌ_n de las comunidades forestales para la mejora de medios de vida?, que proporciona apoyo paralelo a las FA locales de las 4 provincias y que trabaja en las mismas 16 CF que se preveÌ_an en la Fase I . Los resultados previstos de la Fase II son: (i)Los miembros de 16 CF gestionan sosteniblemente los recursos naturales de las CFs de las que dependen.(ii)Reforzadas las capacidades de los miembros CFMCs/CF, la FA, y el personal de las ONG locales con respecto a los CFMP, el desarrollo de modos de vida y/o empresas de CF, y la creaciÌ_n de redes.(iii)Desarrolladas actividades econÌ_micas sostenibles en las 16 CF.(iv)CF del Noreste de Camboya representadas y participando en redes (interinstitucionales y de CF) a nivel comuna, distrito y provincia.(v)Fortalecidas las capacidades de las mujeres miembros de las CFs para promover una participaciÌ_n activa y equitativa en el proceso de implementaciÌ_n de la ley Prakas.(vi)El proyecto es gestionado eficazmente"
khm_1982,Establishment of the Tonle Sap Basin Management Organization,,
khm_4274,The Construction of the Center for Promoting Tourism and Education at Banteay Kdei Temple,THE CONSTRUCTION OF THE CENTER FOR PROMOTING TOURISM AND EDUCATION AT BANTEAY KDEI TEMPLE,The Construction of the Center for Promoting Tourism and Education at Banteay Kdei Temple
khm_4007,Strengthening CLMV capacity for ASEAN-ROK Cyber University,STRENGTHENING CLMV CAPACITY FOR ASEAN-ROK CYBER UNIVERSITY,"Establishment e-learning center, Provision of equipment and material, Dispatch of Korean experts to Cambodia, Training of Cambodian officials in Korea"
khm_3956,Southern Coastal Corridor Cambodia,ROAD TRANSPORT,This initiative will assist in partnership with the ADB the upgrading of the Southern Coastal Corridor from Kampong Trach to Cambodia/Vietnam border.AusAID will finance the consulting services which include HIV awareness and prevention programs and mitigating social and environmental impacts. AusAID will also assist with the upgrade of the border post at Preak Chak.
